name,product_code,brand,category,subcategory,family,reviews,rating,url_image,internet_price,normal_price,seller,url_product,price_diff_%,relation_batch,clarity_flag_batch,suggested_description_batch
Gorros Caps105v25 Sybilla,883212157,SYBILLA,Moda y accesorios,Mujer,Accesorios,3,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212157_1/w=800,h=800,fit=pad",19.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212154/Gorros-Caps105v25-Sybilla/883212157,50.15037593984962,True,si,Gorro Sybilla Caps105v25
Salida De Baño Stefano Cocci,883212070,STEFANO COCCI,Moda y accesorios,Mujer,Moda Mujer,2,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212070_1/w=800,h=800,fit=pad",59.89,99.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212068/Salida-De-Bano-Stefano-Cocci/883212070,40.05005005005005,True,no,Descripción adecuada
ISDIN Fotoprotector Hydrooil SPF50 200ML - Bloqueador solar corporal bifásico,17053706,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del cuerpo,25,4.92,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17053706_1/w=800,h=800,fit=pad",91.9,114.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17053706/ISDIN-Fotoprotector-Hydrooil-SPF50-200ML-Bloqueador-solar-corporal-bifasico/17053706,20.01740644038294,True,no,Descripción adecuada
Fotoprotector Invisible Stick Spf50 10g,20688005,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20688005_1/w=800,h=800,fit=pad",89.9,89.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20688005/Fotoprotector-Invisible-Stick-Spf50-10g/20688005,0.0,True,no,Descripción adecuada
Pareo Basement,20659610,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,4,4.5,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20659610_1/w=800,h=800,fit=pad",34.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20659602/Pareo-Basement/20659610,41.75292153589315,True,si,Pareo de Playa Basement
Sandalias Mujer Doo Australia Flipmu Rosado,883237139,DOO AUSTRALIA,Calzado y zapatillas,Zapatos,Zapatos Mujer,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883237139_1/w=800,h=800,fit=pad",24.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883237138/Sandalias-Mujer-Doo-Australia-Flipmu-Rosado/883237139,64.37768240343348,True,no,Descripción adecuada
Lentes De Sol Sybilla Montura Dorada Y Lentes Grises,883215221,SYBILLA,Moda y accesorios,Mujer,Accesorios,4,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883215221_1/w=800,h=800,fit=pad",24.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883215220/Lentes-De-Sol-Sybilla-Montura-Dorada-Y-Lentes-Grises/883215221,37.61904761904761,True,no,Descripción adecuada
Gorros Caps106v25 Sybilla,883212128,SYBILLA,Moda y accesorios,Mujer,Accesorios,3,4.6667,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212128_1/w=800,h=800,fit=pad",19.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212125/Gorros-Caps106v25-Sybilla/883212128,50.15037593984962,True,si,Gorro Sybilla Caps106v25
Bolso Sybilla,883212097,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212097_1/w=800,h=800,fit=pad",44.89,79.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212094/Bolso-Sybilla/883212097,43.81727158948687,True,si,Bolso de Mujer Sybilla
Salida De Baño Mujer Sybilla,883173463,SYBILLA,Moda y accesorios,Mujer,Moda Mujer,19,4.9474,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883173463_1/w=800,h=800,fit=pad",39.89,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883173449/Salida-De-Bano-Mujer-Sybilla/883173463,42.93276108726753,True,no,Descripción adecuada
Protector Solar Facial Anti-Aging Proteos Screen Spf50+  40 ml,17909799,MARTIDERM,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,83,4.8554,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17909799_1/w=800,h=800,fit=pad",121.0,121.0,falabella,https://www.falabella.com.pe/falabella-pe/product/17909799/Protector-Solar-Facial-Anti-Aging-Proteos-Screen-Spf50+-40-ml/17909799,0.0,True,no,Descripción adecuada
Photoderm Ar Spf50+ 30ml. Bioderma,16462207,BIODERMA,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,27,4.7407,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16462207_1/w=800,h=800,fit=pad",129.9,129.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16462207/Photoderm-Ar-Spf50+-30ml.-Bioderma/16462207,0.0,True,no,Descripción adecuada
Top Bikini Mujer Basement,883174123,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,17,4.3529,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883174123_1/w=800,h=800,fit=pad",29.89,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883174115/Top-Bikini-Mujer-Basement/883174123,57.238912732474965,True,no,Descripción adecuada
Lentes De Sol Sybilla,883215185,SYBILLA,Moda y accesorios,Mujer,Accesorios,3,3.6667,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883215185_1/w=800,h=800,fit=pad",24.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883215184/Lentes-De-Sol-Sybilla/883215185,37.61904761904761,True,si,Lentes de Sol para Mujer Sybilla
Bikini Mujer Sybilla,883173668,SYBILLA,Moda y accesorios,Mujer,Moda Mujer,2,4.5,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883173668_1/w=800,h=800,fit=pad",59.89,99.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883173664/Bikini-Mujer-Sybilla/883173668,40.05005005005005,True,no,Descripción adecuada
Sun Bum Lip Balm SPF 30 Granada,18727576,SUN BUM,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,3,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18727576_1/w=800,h=800,fit=pad",9.9,19.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18727576/Sun-Bum-Lip-Balm-SPF-30-Granada/18727576,50.25125628140703,True,no,Descripción adecuada
Toalla de Playa Poncho 100% Algodón Spiderman,20509315,SPIDERMAN,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20509315_1/w=800,h=800,fit=pad",29.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20509315/Toalla-de-Playa-Poncho-100-Algodon-Spiderman/20509315,57.22460658082976,True,no,Descripción adecuada
Set Hawaiian Tropic Protector Solar Sheer Touch Fps50+ 240ml + Sensitive Skin Facial Spf50 60ml,19982983,HAWAIIAN TROPIC,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del cuerpo,48,4.7292,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/19982983_1/w=800,h=800,fit=pad",75.9,116.8,falabella,https://www.falabella.com.pe/falabella-pe/product/19982983/Set-Hawaiian-Tropic-Protector-Solar-Sheer-Touch-Fps50+-240ml-+-Sensitive-Skin-Facial-Spf50-60ml/19982983,35.017123287671225,True,no,Descripción adecuada
Fotop Isdin MineSunBrush SPF50+ 2gr,18792193,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,102,4.5098,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18792193_1/w=800,h=800,fit=pad",79.9,99.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18792193/Fotop-Isdin-MineSunBrush-SPF50+-2gr/18792193,20.02002002002002,True,si,Fotoprotector Isdin MineSunBrush SPF50+ 2gr
Toalla Poncho 100% Algodón 60x120cm Benetton,883168101,BENETTON,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,5,4.4,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883168101_1/w=800,h=800,fit=pad",39.89,79.9,falabella,https://www.falabella.com.pe/falabella-pe/product/prod17880053/Toalla-Poncho-100-Algodon-60x120cm-Benetton/883168101,50.075093867334175,True,no,Descripción adecuada
Gorro Sybilla Estampado Para Mujer,883212166,SYBILLA,Moda y accesorios,Mujer,Accesorios,2,3.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212166_1/w=800,h=800,fit=pad",24.89,49.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212163/Gorro-Sybilla-Estampado-Para-Mujer/883212166,50.12024048096192,True,no,Descripción adecuada
Bolso Sybilla,883212219,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212219_1/w=800,h=800,fit=pad",39.89,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212217/Bolso-Sybilla/883212219,42.93276108726753,True,si,Bolso Sybilla para mujer / Bolso de mano Sybilla
Polo UV Niña Pack X2 Yamp,883101395,YAMP,Niños y Juguetería,Moda Infantil,Ropa de niñas,3,4.3333,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883101395_1/w=800,h=800,fit=pad",29.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883101392/Polo-UV-Nina-Pack-X2-Yamp/883101395,57.22460658082976,True,no,Descripción adecuada
Pareo Basement,20659588,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20659588_1/w=800,h=800,fit=pad",34.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20659587/Pareo-Basement/20659588,41.75292153589315,True,no,Descripción adecuada
Gorros Caps101v25 Sybilla,883212224,SYBILLA,Moda y accesorios,Mujer,Accesorios,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212224_1/w=800,h=800,fit=pad",19.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212221/Gorros-Caps101v25-Sybilla/883212224,50.15037593984962,True,si,Gorro Sybilla modelo Caps101v25 / Gorro de mujer Sybilla Caps101v25
Salida De Baño Mujer Basement,883214896,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,7,4.8571,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883214896_1/w=800,h=800,fit=pad",49.89,89.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883214895/Salida-De-Bano-Mujer-Basement/883214896,44.50500556173527,True,no,Descripción adecuada
Sun Bum Lip Balm SPF 30 Mango,18727578,SUN BUM,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,6,4.3333,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18727578_1/w=800,h=800,fit=pad",9.9,19.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18727578/Sun-Bum-Lip-Balm-SPF-30-Mango/18727578,50.25125628140703,False,no,Descripción adecuada
Sombrero de playa Mujer Sybilla,883212118,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212118_1/w=800,h=800,fit=pad",39.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212117/Sombrero-de-playa-Mujer-Sybilla/883212118,33.40567612687813,True,no,Descripción adecuada
Lentes De Sol Sybilla Redondos Y Dorados,883215189,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883215189_1/w=800,h=800,fit=pad",24.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883215188/Lentes-De-Sol-Sybilla-Redondos-Y-Dorados/883215189,37.61904761904761,True,no,Descripción adecuada
Toalla de Playa Poncho Mickey 100% Algodón Disney,883168113,DISNEY,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,3,4.6667,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883168113_1/w=800,h=800,fit=pad",29.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883168113/Toalla-de-Playa-Poncho-Mickey-100-Algodon-Disney/883168113,57.22460658082976,True,no,Descripción adecuada
Gorros Bus103v25b Sybilla,883212238,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212238_1/w=800,h=800,fit=pad",24.89,49.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212235/Gorros-Bus103v25b-Sybilla/883212238,50.12024048096192,True,si,Gorro Sybilla modelo Bus103v25b / Gorro de mujer Sybilla Bus103v25b
Sombrero de playa Mujer Sybilla,883212174,SYBILLA,Moda y accesorios,Mujer,Accesorios,5,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212174_1/w=800,h=800,fit=pad",39.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212173/Sombrero-de-playa-Mujer-Sybilla/883212174,33.40567612687813,True,no,Descripción adecuada
Toalla de Playa Poncho Rapunzel Ariel Moana 100% Algodón Disney,20509316,DISNEY,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,2,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20509316_1/w=800,h=800,fit=pad",29.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20509316/Toalla-de-Playa-Poncho-Rapunzel-Ariel-Moana-100-Algodon-Disney/20509316,57.22460658082976,True,no,Descripción adecuada
Top De Bikini Mujer Womens Secret,20547064,WOMEN SECRET,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20547064_1/w=800,h=800,fit=pad",79.9,149.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20547062/Top-De-Bikini-Mujer-Womens-Secret/20547064,46.6977985323549,True,no,Descripción adecuada
Jarra Kennedy Basic,882865686,MICA,Decohogar,Menaje,Menaje Comedor,2,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/882865686_1/w=800,h=800,fit=pad",29.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/882865686/Jarra-Kennedy-Basic/882865686,50.100166944908175,True,no,Descripción adecuada
Gorros Caps104v25 Sybilla,883212113,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212113_1/w=800,h=800,fit=pad",19.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212110/Gorros-Caps104v25-Sybilla/883212113,50.15037593984962,True,si,Gorro Sybilla modelo Caps104v25 / Gorro de mujer Sybilla Caps104v25
Lentes De Sol Sybilla,883215227,SYBILLA,Moda y accesorios,Mujer,Accesorios,4,4.75,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883215227_1/w=800,h=800,fit=pad",24.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883215226/Lentes-De-Sol-Sybilla/883215227,37.61904761904761,True,si,Lentes de sol para mujer Sybilla
Toalla de Playa Infantil Minnie 100% Algodón 70x140cm,20509313,DISNEY,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,1,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20509313_1/w=800,h=800,fit=pad",29.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20509313/Toalla-de-Playa-Infantil-Minnie-100-Algodon-70x140cm/20509313,57.22460658082976,True,no,Descripción adecuada
Centro De Juego Jurassic Splash,883242003,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Piscinas Inflables,1,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883242003_1/w=800,h=800,fit=pad",151.9,379.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883242003/Centro-De-Juego-Jurassic-Splash/883242003,60.0157936299026,True,no,Descripción adecuada
Lentes De Sol Sybilla Negros Clásicos,883215206,SYBILLA,Moda y accesorios,Mujer,Accesorios,8,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883215206_1/w=800,h=800,fit=pad",24.89,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883215205/Lentes-De-Sol-Sybilla-Negros-Clasicos/883215206,37.61904761904761,True,no,Descripción adecuada
ISDIN Fotoprotector Hydrolotion SPF50 200ML - Bloqueador solar corporal,16416898,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del cuerpo,32,4.7812,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16416898_1/w=800,h=800,fit=pad",99.9,124.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16416898/ISDIN-Fotoprotector-Hydrolotion-SPF50-200ML-Bloqueador-solar-corporal/16416898,20.0160128102482,True,no,Descripción adecuada
Bolso Mujer Basement,883211888,BASEMENT,Moda y accesorios,Mujer,Accesorios,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883211888_1/w=800,h=800,fit=pad",69.9,139.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883211887/Bolso-Mujer-Basement/883211888,50.03573981415297,True,si,Bolso de Mujer Basement
Flotador Con Techo Friendly Fox,883246994,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883246994_1/w=800,h=800,fit=pad",27.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883246994/Flotador-Con-Techo-Friendly-Fox/883246994,60.08583690987125,True,no,Descripción adecuada
Fotop Pediatrics Transparent Spray Wet Skin,16416900,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del cuerpo,14,4.8571,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16416900_1/w=800,h=800,fit=pad",111.9,139.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16416900/Fotop-Pediatrics-Transparent-Spray-Wet-Skin/16416900,20.014295925661184,True,no,Descripción adecuada
Piscina Pro Splash 259x170,883236080,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Piscinas Estructurales,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883236080_1/w=800,h=800,fit=pad",249.9,499.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883236080/Piscina-Pro-Splash-259x170/883236080,50.01000200040008,True,si,Piscina Inflable Pro Splash 259x170
Calzón De Bikini Mujer Womens Secret,20547035,WOMEN SECRET,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20547035_1/w=800,h=800,fit=pad",59.89,99.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20547032/Calzon-De-Bikini-Mujer-Womens-Secret/20547035,40.05005005005005,True,no,Descripción adecuada
Hawaiian Tropic Aceite Bronceador Argan Spf6 170g,19982988,HAWAIIAN TROPIC,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del cuerpo,16,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/19982988_1/w=800,h=800,fit=pad",32.9,49.9,falabella,https://www.falabella.com.pe/falabella-pe/product/19982988/Hawaiian-Tropic-Aceite-Bronceador-Argan-Spf6-170g/19982988,34.06813627254509,True,no,Descripción adecuada
Traje De Baño Bebé Niña Yamp,883225272,YAMP,Mundo Bebé,Ropa de bebé,Ropa de bebé niña,1,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883225272_1/w=800,h=800,fit=pad",24.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883225270/Traje-De-Bano-Bebe-Nina-Yamp/883225272,58.4474123539232,True,no,Descripción adecuada
Bikini Mujer Doo Australia,883174360,DOO AUSTRALIA,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883174360_1/w=800,h=800,fit=pad",79.9,129.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883174359/Bikini-Mujer-Doo-Australia/883174360,38.49114703618168,True,no,Descripción adecuada
Bowl Marino Hamptons Melamine 15cm Basement Home,883157548,BASEMENT HOME,Decohogar,Menaje,Menaje Comedor,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883157548_10/w=800,h=800,fit=pad",14.9,29.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883157548/Bowl-Marino-Hamptons-Melamine-15cm-Basement-Home/883157548,50.16722408026756,True,no,Descripción adecuada
ISDIN Fotoprotector Transparent Spray WET SKIN SPF50 250ML - Bloqueador solar corporal,16202831,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del cuerpo,36,4.6389,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16202831_1/w=800,h=800,fit=pad",111.9,139.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16202831/ISDIN-Fotoprotector-Transparent-Spray-WET-SKIN-SPF50-250ML-Bloqueador-solar-corporal/16202831,20.014295925661184,True,no,Descripción adecuada
